percentage,f1_real,f1_llm_knn,f1_llm
0.1,0.37261056653632585,0.4435828777848646,0.54058898747063
0.2,0.3437412351458788,0.47100243690616606,0.5221951801114872
0.30000000000000004,0.6254256330481376,0.527318877423337,0.5255780935182929
0.4,0.7478187923621179,0.6915293976643669,0.5237975139614484
0.5,0.859373574903581,0.6417643097643099,0.5028819295485961
0.6,0.8826469737681034,0.6158846729226166,0.5052551127978072
0.7000000000000001,0.9554905782975959,0.5705768486256291,0.48262590632960994
0.8,0.933047619047619,0.5182809034079451,0.43514899957428693
